"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age","emp_cat","ir_cat"
"24324",0,20500,14.96,"D",5,"MORTGAGE",90000,27,"4-8","13.5+"
"24325",0,4500,12.87,"C",8,"OTHER",140004,25,"4-8","11-13.5"
"24326",0,24250,12.87,"C",2,"MORTGAGE",210000,30,"0-2","11-13.5"
"24327",0,6000,8.94,"A",19,"MORTGAGE",60000,26,"8+","8-11"
"24328",0,20000,17.74,"E",12,"MORTGAGE",76368,22,"8+","13.5+"
"24329",0,8600,8.59,"A",0,"RENT",95000,25,"0-2","8-11"
"24330",0,5000,18.43,"F",0,"RENT",20000,34,"0-2","13.5+"
"24331",0,6400,8.59,"A",1,"MORTGAGE",45900,22,"0-2","8-11"
"24332",0,11000,12.18,"B",11,"RENT",120000,25,"8+","11-13.5"
"24333",0,2100,11.48,"B",0,"RENT",45000,23,"0-2","11-13.5"
"24334",0,16500,12.18,"B",8,"OWN",75000,24,"4-8","11-13.5"
"24335",0,12400,11.83,"B",5,"MORTGAGE",154000,26,"4-8","11-13.5"
"24336",1,15000,12.18,"B",8,"MORTGAGE",50000,23,"4-8","11-13.5"
"24337",0,5000,16.35,"E",3,"RENT",37992,32,"2-4","13.5+"
"24338",0,15000,8.94,"A",20,"MORTGAGE",113004,27,"8+","8-11"
"24339",1,2800,12.18,"B",7,"MORTGAGE",95000,40,"4-8","11-13.5"
"24340",0,10000,8.59,"A",4,"RENT",60000,29,"2-4","8-11"
"24341",0,8000,11.83,"B",7,"OWN",75996,26,"4-8","11-13.5"
"24342",0,3500,12.18,"B",17,"OWN",119500,24,"8+","11-13.5"
"24343",0,10000,NA,"A",2,"MORTGAGE",52000,52,"0-2","Missing"
"24344",1,10000,8.94,"A",0,"RENT",30000,31,"0-2","8-11"
"24345",0,15000,11.83,"B",2,"MORTGAGE",64500,21,"0-2","11-13.5"
"24346",0,5600,8.59,"A",5,"MORTGAGE",39000,47,"4-8","8-11"
"24347",1,15000,11.48,"B",1,"RENT",72500,23,"0-2","11-13.5"
"24348",0,12000,NA,"B",3,"MORTGAGE",50000,24,"2-4","Missing"
"24349",0,6000,13.92,"C",7,"MORTGAGE",96000,24,"4-8","13.5+"
"24350",0,8400,12.18,"B",14,"MORTGAGE",38268,45,"8+","11-13.5"
"24351",0,5000,7.74,"A",0,"RENT",1e+05,35,"0-2","0-8"
"24352",0,20000,19.47,"F",13,"RENT",150000,41,"8+","13.5+"
"24353",0,20000,11.83,"B",3,"RENT",172500,26,"2-4","11-13.5"
"24354",0,7000,NA,"A",1,"MORTGAGE",79000,29,"0-2","Missing"
"24355",0,18000,12.18,"B",4,"RENT",110000,24,"2-4","11-13.5"
"24356",0,3500,12.87,"C",0,"RENT",37000,44,"0-2","11-13.5"
"24357",0,1925,12.18,"B",0,"RENT",30000,23,"0-2","11-13.5"
"24358",0,20000,16.7,"E",1,"RENT",60504,23,"0-2","13.5+"
"24359",1,5175,12.18,"B",3,"RENT",15000,23,"2-4","11-13.5"
"24360",0,20000,16.35,"E",1,"RENT",59000,26,"0-2","13.5+"
"24361",0,16000,11.14,"B",2,"RENT",77000,23,"0-2","11-13.5"
"24362",0,13800,11.48,"B",12,"OWN",43200,25,"8+","11-13.5"
"24363",1,20000,12.53,"B",3,"RENT",85000,26,"2-4","11-13.5"
"24364",0,3000,NA,"C",7,"RENT",40000,24,"4-8","Missing"
"24365",1,20000,13.92,"C",9,"RENT",69000,30,"8+","13.5+"
"24366",1,10000,11.14,"B",3,"RENT",30000,23,"2-4","11-13.5"
"24367",0,2400,17.04,"E",1,"MORTGAGE",77004,25,"0-2","13.5+"
"24368",0,20000,11.83,"B",18,"MORTGAGE",80000,37,"8+","11-13.5"
"24369",0,8000,11.48,"B",12,"RENT",36000,24,"8+","11-13.5"
"24370",0,2500,7.4,"A",3,"OTHER",186000,28,"2-4","0-8"
"24371",0,15850,11.48,"B",0,"RENT",36000,22,"0-2","11-13.5"
"24372",0,8000,18.09,"F",2,"RENT",44760,35,"0-2","13.5+"
"24373",0,15000,12.18,"B",5,"RENT",49000,25,"4-8","11-13.5"
"24374",0,14000,15.65,"D",3,"RENT",50000,34,"2-4","13.5+"
"24375",1,15350,12.18,"B",3,"RENT",54288,22,"2-4","11-13.5"
"24376",0,15000,11.14,"B",7,"RENT",75000,27,"4-8","11-13.5"
"24377",0,20000,12.53,"B",10,"MORTGAGE",89800,22,"8+","11-13.5"
"24378",0,10000,14.96,"D",0,"OWN",33996,22,"0-2","13.5+"
"24379",0,15000,13.22,"C",2,"RENT",51996,24,"0-2","11-13.5"
"24380",0,11000,8.94,"A",0,"MORTGAGE",135000,29,"0-2","8-11"
"24381",0,14000,11.83,"B",0,"OTHER",58000,29,"0-2","11-13.5"
"24382",0,1800,12.18,"B",8,"MORTGAGE",76992,28,"4-8","11-13.5"
"24383",0,13750,NA,"C",0,"MORTGAGE",160000,26,"0-2","Missing"
"24384",1,13475,14.26,"C",1,"RENT",35000,23,"0-2","13.5+"
"24385",0,15000,8.94,"A",0,"MORTGAGE",110000,29,"0-2","8-11"
"24386",0,15000,14.26,"C",13,"RENT",52000,23,"8+","13.5+"
"24387",0,5000,12.18,"B",4,"RENT",53500,28,"2-4","11-13.5"
"24388",1,18000,8.94,"A",11,"MORTGAGE",80000,34,"8+","8-11"
"24389",0,12500,12.87,"C",0,"RENT",54996,24,"0-2","11-13.5"
"24390",0,10000,13.57,"C",8,"MORTGAGE",122000,25,"4-8","13.5+"
"24391",0,9000,11.83,"B",0,"RENT",52000,21,"0-2","11-13.5"
"24392",0,6000,13.22,"C",2,"RENT",59363,32,"0-2","11-13.5"
"24393",1,14000,11.48,"B",4,"MORTGAGE",109000,22,"2-4","11-13.5"
"24394",0,6000,7.74,"A",4,"MORTGAGE",80500,28,"2-4","0-8"
"24395",0,11300,13.22,"C",8,"RENT",41892,26,"4-8","11-13.5"
"24396",0,8000,8.94,"A",8,"MORTGAGE",115000,45,"4-8","8-11"
"24397",0,6000,12.87,"C",8,"RENT",29004,29,"4-8","11-13.5"
"24398",0,6350,13.57,"C",2,"OWN",18000,28,"0-2","13.5+"
"24399",0,16000,13.92,"C",2,"MORTGAGE",77004,25,"0-2","13.5+"
"24400",0,10000,NA,"B",9,"RENT",45000,21,"8+","Missing"
"24401",0,9000,14.26,"C",0,"RENT",45000,22,"0-2","13.5+"
"24402",0,19000,11.83,"B",0,"MORTGAGE",200004,29,"0-2","11-13.5"
"24403",0,5500,12.18,"B",6,"MORTGAGE",97000,32,"4-8","11-13.5"
"24404",1,10000,12.53,"B",0,"RENT",40000,29,"0-2","11-13.5"
"24405",1,17000,12.18,"B",19,"MORTGAGE",63504,27,"8+","11-13.5"
"24406",0,8000,15.65,"D",0,"MORTGAGE",60000,24,"0-2","13.5+"
"24407",0,3200,13.92,"C",14,"RENT",72000,24,"8+","13.5+"
"24408",0,8000,14.26,"C",5,"RENT",30000,24,"4-8","13.5+"
"24409",0,20000,NA,"B",20,"MORTGAGE",80000,27,"8+","Missing"
"24410",0,15000,16.35,"E",6,"RENT",70000,26,"4-8","13.5+"
"24411",0,15000,11.48,"B",4,"MORTGAGE",75000,30,"2-4","11-13.5"
"24412",0,6000,12.87,"C",2,"RENT",52000,25,"0-2","11-13.5"
"24413",0,14550,11.83,"B",1,"MORTGAGE",45000,22,"0-2","11-13.5"
"24414",0,3000,11.14,"B",0,"RENT",27000,24,"0-2","11-13.5"
"24415",1,6000,14.61,"D",0,"MORTGAGE",38652,20,"0-2","13.5+"
"24416",0,5000,NA,"C",9,"MORTGAGE",55640.62,28,"8+","Missing"
"24417",0,15000,11.48,"B",1,"OWN",40000,37,"0-2","11-13.5"
"24418",0,20000,14.26,"C",1,"MORTGAGE",70000,41,"0-2","13.5+"
"24419",0,5000,12.53,"B",2,"MORTGAGE",39600,28,"0-2","11-13.5"
"24420",0,11700,13.57,"C",2,"MORTGAGE",55600,24,"0-2","13.5+"
"24421",0,17500,8.94,"A",17,"MORTGAGE",130000,29,"8+","8-11"
"24422",0,18000,17.04,"E",0,"RENT",86000,29,"0-2","13.5+"
"24423",0,4000,NA,"A",2,"MORTGAGE",63000,22,"0-2","Missing"
"24424",0,5000,14.26,"C",21,"RENT",66920.16,28,"8+","13.5+"
"24425",0,5000,11.48,"B",1,"OWN",22896,27,"0-2","11-13.5"
"24426",0,11000,8.94,"A",2,"MORTGAGE",50000,22,"0-2","8-11"
"24427",0,20000,11.48,"B",0,"RENT",277104,26,"0-2","11-13.5"
"24428",1,20000,17.74,"E",2,"MORTGAGE",73400,21,"0-2","13.5+"
"24429",0,10000,13.57,"C",14,"RENT",60000,34,"8+","13.5+"
"24430",1,6200,19.82,"G",1,"RENT",19200,23,"0-2","13.5+"
"24431",0,12000,8.94,"A",4,"RENT",57000,23,"2-4","8-11"
"24432",0,12500,8.94,"A",13,"MORTGAGE",55000,26,"8+","8-11"
"24433",0,6000,13.92,"C",2,"MORTGAGE",62000,22,"0-2","13.5+"
"24434",0,20000,11.14,"B",13,"MORTGAGE",110000,23,"8+","11-13.5"
"24435",0,2500,12.53,"B",3,"RENT",69996,24,"2-4","11-13.5"
"24436",0,11000,8.94,"A",6,"MORTGAGE",52704,25,"4-8","8-11"
"24437",0,3000,NA,"C",3,"MORTGAGE",80800,27,"2-4","Missing"
"24438",0,14900,11.83,"B",4,"RENT",55000,24,"2-4","11-13.5"
"24439",0,20000,12.18,"B",2,"MORTGAGE",75000,28,"0-2","11-13.5"
"24440",0,15000,12.18,"B",11,"OWN",84000,29,"8+","11-13.5"
"24441",0,19200,11.48,"B",5,"MORTGAGE",61000,26,"4-8","11-13.5"
"24442",0,4500,12.18,"B",0,"RENT",74000,24,"0-2","11-13.5"
"24443",0,17000,NA,"C",3,"MORTGAGE",101004,31,"2-4","Missing"
"24444",0,13000,13.57,"C",9,"MORTGAGE",112000,27,"8+","13.5+"
"24445",1,9000,15.31,"D",8,"OWN",44000,24,"4-8","13.5+"
"24446",0,12800,11.48,"B",4,"RENT",56004,41,"2-4","11-13.5"
"24447",0,8000,13.92,"C",6,"RENT",86004,22,"4-8","13.5+"
"24448",0,8000,7.74,"A",9,"MORTGAGE",102996,22,"8+","0-8"
"24449",0,2800,NA,"C",4,"MORTGAGE",25000,21,"2-4","Missing"
"24450",0,11000,NA,"A",7,"MORTGAGE",59000,37,"4-8","Missing"
"24451",1,5000,20.17,"G",4,"RENT",50000,32,"2-4","13.5+"
"24452",0,9000,11.83,"B",4,"RENT",57996,25,"2-4","11-13.5"
"24453",0,3000,7.05,"A",5,"RENT",38000,21,"4-8","0-8"
"24454",0,4800,NA,"B",13,"RENT",64744,29,"8+","Missing"
"24455",0,14000,NA,"A",11,"MORTGAGE",52000,45,"8+","Missing"
"24456",0,10000,13.57,"C",3,"RENT",46585,23,"2-4","13.5+"
"24457",0,7500,11.14,"B",12,"RENT",178008,37,"8+","11-13.5"
"24458",0,3500,8.59,"A",0,"MORTGAGE",32500,26,"0-2","8-11"
"24459",0,3500,7.74,"A",9,"MORTGAGE",31200,22,"8+","0-8"
"24460",0,8000,12.53,"B",3,"RENT",30000,22,"2-4","11-13.5"
"24461",0,11000,11.14,"B",1,"RENT",46992,31,"0-2","11-13.5"
"24462",0,6600,12.53,"B",9,"RENT",89532,37,"8+","11-13.5"
"24463",0,13000,11.14,"B",10,"RENT",36000,22,"8+","11-13.5"
"24464",0,7000,12.87,"C",0,"MORTGAGE",107000,25,"0-2","11-13.5"
"24465",1,10000,11.83,"B",9,"RENT",35004,34,"8+","11-13.5"
"24466",0,4800,11.14,"B",5,"RENT",20000,24,"4-8","11-13.5"
"24467",0,9600,NA,"B",2,"RENT",41400,27,"0-2","Missing"
"24468",0,14000,8.94,"A",6,"MORTGAGE",60000,24,"4-8","8-11"
"24469",0,9000,15.65,"D",0,"RENT",36000,26,"0-2","13.5+"
"24470",0,13000,16,"D",4,"MORTGAGE",91000,32,"2-4","13.5+"
"24471",0,13950,11.14,"B",0,"MORTGAGE",70092,24,"0-2","11-13.5"
"24472",0,4000,NA,"A",16,"RENT",28000,24,"8+","Missing"
"24473",0,16800,13.92,"C",8,"MORTGAGE",225000,28,"4-8","13.5+"
"24474",0,14300,15.31,"D",4,"MORTGAGE",68500,44,"2-4","13.5+"
"24475",1,20000,17.04,"E",2,"MORTGAGE",68000,25,"0-2","13.5+"
"24476",0,16000,NA,"C",9,"RENT",110000,30,"8+","Missing"
"24477",1,8000,14.96,"D",2,"RENT",42000,24,"0-2","13.5+"
"24478",0,10000,13.57,"C",4,"MORTGAGE",1e+05,23,"2-4","13.5+"
"24479",0,3500,12.53,"B",0,"RENT",45000,22,"0-2","11-13.5"
"24480",0,20000,13.57,"C",1,"RENT",42000,31,"0-2","13.5+"
"24481",1,15250,12.53,"B",2,"MORTGAGE",52000,24,"0-2","11-13.5"
"24482",0,20000,11.48,"B",5,"MORTGAGE",2e+05,30,"4-8","11-13.5"
"24483",0,7000,12.87,"C",0,"RENT",25000,22,"0-2","11-13.5"
"24484",0,12000,8.94,"A",14,"MORTGAGE",60500,22,"8+","8-11"
"24485",1,2000,8.59,"A",2,"RENT",20004,26,"0-2","8-11"
"24486",0,12000,NA,"B",3,"MORTGAGE",91000,23,"2-4","Missing"
"24487",0,14000,NA,"B",1,"MORTGAGE",225000,27,"0-2","Missing"
"24488",0,20000,19.13,"F",10,"MORTGAGE",63000,24,"8+","13.5+"
"24489",1,10000,13.57,"C",9,"MORTGAGE",47000,22,"8+","13.5+"
"24490",0,4200,13.57,"C",3,"RENT",31200,22,"2-4","13.5+"
"24491",0,12125,NA,"A",9,"RENT",42000,24,"8+","Missing"
"24492",0,14575,NA,"A",2,"RENT",38800,23,"0-2","Missing"
"24493",0,15000,13.92,"C",5,"MORTGAGE",70000,22,"4-8","13.5+"
"24494",0,20000,17.04,"E",5,"MORTGAGE",162000,28,"4-8","13.5+"
"24495",0,15000,14.96,"D",10,"RENT",90000,30,"8+","13.5+"
"24496",0,8000,11.14,"B",8,"MORTGAGE",125000,28,"4-8","11-13.5"
"24497",0,8000,8.59,"A",2,"RENT",23400,22,"0-2","8-11"
"24498",1,12875,12.53,"B",3,"RENT",37760,22,"2-4","11-13.5"
"24499",0,2000,7.05,"A",13,"RENT",45000,23,"8+","0-8"
"24500",0,20000,NA,"B",6,"RENT",50866,24,"4-8","Missing"
"24501",0,9500,13.57,"C",5,"RENT",32000,22,"4-8","13.5+"
"24502",0,15000,11.14,"B",7,"RENT",54996,24,"4-8","11-13.5"
"24503",0,20000,12.53,"B",1,"RENT",35364,24,"0-2","11-13.5"
"24504",0,16500,8.94,"A",18,"MORTGAGE",107900,26,"8+","8-11"
"24505",0,10000,13.22,"C",7,"OTHER",44160,24,"4-8","11-13.5"
"24506",0,10000,8.59,"A",0,"MORTGAGE",51852,23,"0-2","8-11"
"24507",1,9000,15.65,"D",0,"RENT",60000,43,"0-2","13.5+"
"24508",0,16000,12.87,"C",15,"MORTGAGE",65000,29,"8+","11-13.5"
"24509",1,11200,13.92,"C",5,"MORTGAGE",33280,21,"4-8","13.5+"
"24510",0,5000,7.74,"A",0,"RENT",39516,26,"0-2","0-8"
"24511",0,1400,14.26,"C",9,"MORTGAGE",40000,29,"8+","13.5+"
"24512",0,8125,8.59,"A",0,"MORTGAGE",33000,24,"0-2","8-11"
"24513",1,12875,15.31,"D",0,"RENT",50000,21,"0-2","13.5+"
"24514",1,10300,8.94,"A",0,"RENT",29856,23,"0-2","8-11"
"24515",1,6000,14.96,"D",18,"MORTGAGE",40000,30,"8+","13.5+"
"24516",0,6000,11.48,"B",3,"MORTGAGE",75000,28,"2-4","11-13.5"
"24517",0,4500,8.94,"A",19,"RENT",18200,24,"8+","8-11"
"24518",0,20000,12.18,"B",12,"MORTGAGE",106226,25,"8+","11-13.5"
"24519",0,1800,8.94,"A",0,"RENT",37500,23,"0-2","8-11"
"24520",0,5000,13.57,"C",2,"MORTGAGE",62000,23,"0-2","13.5+"
"24521",0,6000,13.22,"C",0,"MORTGAGE",30000,24,"0-2","11-13.5"
"24522",1,20000,15.65,"D",8,"RENT",97200,22,"4-8","13.5+"
"24523",0,8000,8.59,"A",1,"OWN",25000,23,"0-2","8-11"
"24524",0,6000,11.83,"B",5,"MORTGAGE",60000,26,"4-8","11-13.5"
"24525",0,8000,12.87,"C",5,"RENT",30000,25,"4-8","11-13.5"
"24526",0,9000,15.31,"D",19,"RENT",83200,27,"8+","13.5+"
"24527",0,12000,12.53,"B",8,"RENT",174000,26,"4-8","11-13.5"
"24528",0,12000,12.53,"B",2,"MORTGAGE",141000,24,"0-2","11-13.5"
"24529",0,12000,11.14,"B",8,"MORTGAGE",76080,30,"4-8","11-13.5"
"24530",0,1450,NA,"C",0,"RENT",17000,29,"0-2","Missing"
"24531",0,20000,NA,"B",9,"RENT",172800,40,"8+","Missing"
"24532",0,6500,7.4,"A",30,"OWN",18000,21,"8+","0-8"
"24533",0,18000,18.78,"F",3,"RENT",80000,51,"2-4","13.5+"
"24534",0,5000,NA,"A",6,"RENT",54996,31,"4-8","Missing"
"24535",0,14075,NA,"B",1,"RENT",24000,23,"0-2","Missing"
"24536",0,5000,12.53,"B",2,"RENT",40000,34,"0-2","11-13.5"
"24537",0,5000,7.74,"A",5,"OWN",41000,21,"4-8","0-8"
"24538",0,5000,7.74,"A",0,"MORTGAGE",30300,24,"0-2","0-8"
"24539",0,18000,17.04,"E",6,"MORTGAGE",117996,24,"4-8","13.5+"
"24540",1,15850,NA,"D",5,"OWN",55000,31,"4-8","Missing"
"24541",0,15000,15.31,"D",6,"MORTGAGE",60000,30,"4-8","13.5+"
"24542",0,11500,8.59,"A",2,"MORTGAGE",30000,25,"0-2","8-11"
"24543",0,11600,8.94,"A",2,"MORTGAGE",46560,51,"0-2","8-11"
"24544",0,20000,14.61,"D",4,"RENT",63000,28,"2-4","13.5+"
"24545",0,8725,12.18,"B",5,"RENT",29004,24,"4-8","11-13.5"
"24546",0,10000,14.26,"C",1,"RENT",130000,29,"0-2","13.5+"
"24547",0,13000,8.94,"A",1,"MORTGAGE",130000,22,"0-2","8-11"
"24548",1,20000,16.7,"E",2,"MORTGAGE",78000,35,"0-2","13.5+"
"24549",0,18000,13.57,"C",1,"MORTGAGE",75000,27,"0-2","13.5+"
"24550",0,7500,15.65,"D",2,"RENT",33000,27,"0-2","13.5+"
"24551",0,6000,NA,"B",2,"RENT",35000,32,"0-2","Missing"
"24552",0,20000,13.92,"C",4,"MORTGAGE",225000,32,"2-4","13.5+"
"24553",1,12000,NA,"D",3,"OTHER",65000,22,"2-4","Missing"
"24554",0,2375,11.83,"B",3,"RENT",60000,32,"2-4","11-13.5"
"24555",0,20000,14.61,"D",4,"RENT",51996,40,"2-4","13.5+"
"24556",1,20000,17.74,"E",13,"MORTGAGE",82000,34,"8+","13.5+"
"24557",0,14200,11.48,"B",27,"MORTGAGE",78000,25,"8+","11-13.5"
"24558",0,3000,8.94,"A",0,"MORTGAGE",22800,22,"0-2","8-11"
"24559",0,6000,14.96,"D",2,"RENT",85000,25,"0-2","13.5+"
"24560",0,9000,8.94,"A",2,"RENT",44940,40,"0-2","8-11"
"24561",0,16100,11.83,"B",0,"RENT",70000,28,"0-2","11-13.5"
"24562",0,20000,NA,"B",4,"RENT",85000,25,"2-4","Missing"
"24563",0,13000,11.83,"B",3,"MORTGAGE",107004,36,"2-4","11-13.5"
"24564",0,5000,NA,"A",34,"RENT",62000,25,"8+","Missing"
"24565",1,20000,17.39,"E",4,"RENT",62000,21,"2-4","13.5+"
"24566",0,10000,11.14,"B",1,"RENT",93000,29,"0-2","11-13.5"
"24567",0,2400,7.74,"A",14,"OTHER",42162,27,"8+","0-8"
"24568",0,10000,14.61,"D",5,"RENT",45600,22,"4-8","13.5+"
"24569",0,8000,12.53,"B",1,"MORTGAGE",45000,22,"0-2","11-13.5"
"24570",1,12000,16,"D",2,"OTHER",95000,44,"0-2","13.5+"
"24571",0,16000,12.18,"B",7,"RENT",90000,24,"4-8","11-13.5"
"24572",0,12300,14.96,"D",25,"MORTGAGE",72000,31,"8+","13.5+"
"24573",0,10500,11.14,"B",1,"RENT",53796,33,"0-2","11-13.5"
"24574",0,18400,NA,"D",26,"RENT",121000,31,"8+","Missing"
"24575",0,15000,8.94,"A",3,"RENT",62280,25,"2-4","8-11"
"24576",0,6000,15.31,"D",8,"RENT",33996,27,"4-8","13.5+"
"24577",0,18000,11.83,"B",6,"RENT",116004,26,"4-8","11-13.5"
"24578",0,8000,12.53,"B",1,"OWN",39996,27,"0-2","11-13.5"
"24579",1,5175,12.53,"B",0,"RENT",21000,25,"0-2","11-13.5"
"24580",0,20000,14.26,"C",10,"MORTGAGE",158000,25,"8+","13.5+"
"24581",1,20000,11.14,"B",3,"MORTGAGE",150000,39,"2-4","11-13.5"
"24582",0,15000,11.14,"B",7,"RENT",36700,33,"4-8","11-13.5"
"24583",1,9000,NA,"B",1,"RENT",60989,28,"0-2","Missing"
"24584",0,10000,8.94,"A",5,"RENT",50000,23,"4-8","8-11"
"24585",0,17000,8.94,"A",19,"MORTGAGE",65000,22,"8+","8-11"
"24586",0,4200,11.48,"B",0,"RENT",48500,30,"0-2","11-13.5"
"24587",0,13900,8.94,"A",18,"MORTGAGE",29766.84,31,"8+","8-11"
"24588",0,4575,7.74,"A",19,"MORTGAGE",78000,38,"8+","0-8"
"24589",0,20000,11.83,"B",1,"MORTGAGE",84000,29,"0-2","11-13.5"
"24590",1,5000,16.35,"E",5,"RENT",50000,27,"4-8","13.5+"
"24591",0,3500,15.65,"D",3,"RENT",65000,25,"2-4","13.5+"
"24592",1,20000,11.48,"B",11,"OTHER",192000,36,"8+","11-13.5"
"24593",0,6400,12.87,"C",6,"MORTGAGE",125000,29,"4-8","11-13.5"
"24594",0,8000,11.83,"B",1,"RENT",65004,38,"0-2","11-13.5"
"24595",0,9500,13.92,"C",1,"RENT",30000,24,"0-2","13.5+"
"24596",0,6000,7.4,"A",3,"RENT",115000,27,"2-4","0-8"
"24597",0,1000,11.14,"B",3,"MORTGAGE",98000,25,"2-4","11-13.5"
"24598",0,20000,13.57,"C",27,"MORTGAGE",98000,23,"8+","13.5+"
"24599",0,13000,11.83,"B",2,"RENT",56000,24,"0-2","11-13.5"
"24600",0,13000,11.83,"B",3,"MORTGAGE",115000,23,"2-4","11-13.5"
"24601",0,1800,8.94,"A",5,"RENT",75000,24,"4-8","8-11"
"24602",0,5000,8.59,"A",5,"MORTGAGE",249996,21,"4-8","8-11"
"24603",0,10000,13.22,"C",1,"RENT",60000,27,"0-2","11-13.5"
"24604",0,10000,16,"D",0,"RENT",46000,42,"0-2","13.5+"
"24605",0,10000,7.74,"A",25,"MORTGAGE",54000,32,"8+","0-8"
"24606",0,16000,11.83,"B",18,"MORTGAGE",50004,23,"8+","11-13.5"
"24607",0,7000,8.59,"A",2,"RENT",60140,24,"0-2","8-11"
"24608",0,10000,13.57,"C",7,"MORTGAGE",108000,26,"4-8","13.5+"
"24609",0,3000,11.48,"B",2,"RENT",52000,35,"0-2","11-13.5"
"24610",0,9000,7.74,"A",3,"MORTGAGE",42000,32,"2-4","0-8"
"24611",0,15000,12.18,"B",19,"OWN",95892,40,"8+","11-13.5"
"24612",0,20000,11.48,"B",7,"RENT",62400,25,"4-8","11-13.5"
"24613",0,20000,12.18,"B",4,"MORTGAGE",70000,28,"2-4","11-13.5"
"24614",0,12000,12.18,"B",23,"MORTGAGE",80000,28,"8+","11-13.5"
"24615",0,9000,11.48,"B",0,"RENT",45000,22,"0-2","11-13.5"
"24616",0,6700,11.83,"B",9,"MORTGAGE",75744,22,"8+","11-13.5"
"24617",0,12000,NA,"B",1,"OWN",41004,25,"0-2","Missing"
"24618",0,18500,12.87,"C",3,"RENT",62004,33,"2-4","11-13.5"
"24619",0,6950,7.74,"A",0,"MORTGAGE",32000,22,"0-2","0-8"
"24620",0,8450,8.59,"A",0,"RENT",42000,30,"0-2","8-11"
"24621",0,7000,14.26,"C",1,"MORTGAGE",70000,26,"0-2","13.5+"
"24622",0,7500,13.57,"C",5,"RENT",99504,31,"4-8","13.5+"
"24623",0,10000,8.94,"A",3,"RENT",24996,22,"2-4","8-11"
"24624",0,7000,7.74,"A",1,"MORTGAGE",108000,36,"0-2","0-8"
"24625",0,11600,NA,"A",5,"MORTGAGE",63000,25,"4-8","Missing"
"24626",0,2200,NA,"B",2,"RENT",40000,35,"0-2","Missing"
"24627",0,2500,7.74,"A",9,"MORTGAGE",42000,29,"8+","0-8"
"24628",0,10000,8.94,"A",8,"RENT",62366.4,25,"4-8","8-11"
"24629",1,7550,13.22,"C",8,"MORTGAGE",36297,21,"4-8","11-13.5"
"24630",0,5200,12.87,"C",6,"MORTGAGE",58000,41,"4-8","11-13.5"
"24631",0,1675,7.74,"A",7,"RENT",20000,22,"4-8","0-8"
"24632",0,15000,13.57,"C",0,"MORTGAGE",61572,32,"0-2","13.5+"
"24633",0,18000,13.22,"C",7,"MORTGAGE",130000,29,"4-8","11-13.5"
"24634",1,6000,8.94,"A",7,"RENT",27000,31,"4-8","8-11"
"24635",0,7200,8.59,"A",2,"RENT",112123,28,"0-2","8-11"
"24636",0,5000,NA,"C",2,"RENT",20000,54,"0-2","Missing"
"24637",0,8000,12.18,"B",4,"RENT",30000,23,"2-4","11-13.5"
"24638",1,20000,13.22,"C",4,"RENT",78000,27,"2-4","11-13.5"
"24639",0,15000,12.87,"C",6,"MORTGAGE",115000,26,"4-8","11-13.5"
"24640",0,9600,13.22,"C",3,"MORTGAGE",120000,22,"2-4","11-13.5"
"24641",0,20000,15.31,"D",15,"RENT",93600,34,"8+","13.5+"
"24642",0,5000,8.94,"A",3,"RENT",35004,25,"2-4","8-11"
"24643",0,2300,8.59,"A",1,"RENT",39000,30,"0-2","8-11"
"24644",0,20000,13.57,"C",15,"MORTGAGE",56004,26,"8+","13.5+"
"24645",0,4800,8.59,"A",29,"MORTGAGE",52000,22,"8+","8-11"
"24646",0,3000,13.22,"C",2,"RENT",25000,28,"0-2","11-13.5"
"24647",1,7000,8.94,"A",0,"RENT",15090,22,"0-2","8-11"
"24648",0,3200,7.74,"A",15,"MORTGAGE",45000,25,"8+","0-8"
"24649",0,6000,8.94,"A",6,"RENT",60000,27,"4-8","8-11"
"24650",0,1000,7.4,"A",5,"MORTGAGE",30000,23,"4-8","0-8"
"24651",0,3500,11.83,"B",7,"OWN",57000,28,"4-8","11-13.5"
"24652",0,11100,8.94,"A",3,"MORTGAGE",82500,27,"2-4","8-11"
"24653",0,6000,8.94,"A",1,"RENT",70000,39,"0-2","8-11"
"24654",0,10000,8.59,"A",3,"MORTGAGE",41000,27,"2-4","8-11"
"24655",0,20000,11.83,"B",4,"MORTGAGE",72000,25,"2-4","11-13.5"
"24656",0,15000,16.7,"E",2,"RENT",96000,33,"0-2","13.5+"
"24657",0,1500,7.05,"A",1,"MORTGAGE",45000,26,"0-2","0-8"
"24658",0,20000,13.92,"C",4,"MORTGAGE",88400,49,"2-4","13.5+"
"24659",0,12000,12.53,"B",3,"RENT",48996,27,"2-4","11-13.5"
"24660",0,12000,8.94,"A",7,"MORTGAGE",35088,27,"4-8","8-11"
"24661",0,20000,12.18,"B",8,"RENT",54996,26,"4-8","11-13.5"
"24662",1,12000,NA,"B",1,"MORTGAGE",27000,22,"0-2","Missing"
"24663",0,20000,17.74,"E",1,"MORTGAGE",120000,26,"0-2","13.5+"
"24664",0,9600,14.61,"D",3,"RENT",42000,28,"2-4","13.5+"
"24665",0,7550,13.92,"C",2,"RENT",40000,35,"0-2","13.5+"
"24666",0,2000,13.22,"C",1,"MORTGAGE",55000,25,"0-2","11-13.5"
"24667",0,4575,17.74,"E",3,"MORTGAGE",11000,21,"2-4","13.5+"
